id,one,two
7625,658,620
7626,1129,468
7627,119,307
7628,957,933
7629,7,64
7630,831,97
7631,918,1132
7632,918,696
7633,592,785
7634,1214,1315
7635,508,697
7636,112,158
7637,890,684
7638,565,1057
7639,454,812
7640,1036,296
7641,436,266
7642,1318,195
7643,1024,28
7644,711,202
7645,3,279
7646,947,1309
7647,237,480
7648,1257,1116
7649,390,383
7650,624,570
7651,1310,968
7652,377,1175
7653,118,611
7654,1255,189
7655,984,858
7656,748,81
7657,786,1173
7658,572,123
7659,418,561
7660,791,1294
7661,95,786
7662,689,306
7663,57,1297
7664,859,593
7665,994,525
7666,1204,581
7667,728,73
7668,781,1043
7669,1283,1057
7670,86,642
7671,1015,1029
7672,395,1127
7673,658,649
7674,602,123
7675,868,1275
7676,752,593
7677,772,351
7678,848,175
7679,256,762
7680,726,143
7681,70,831
7682,439,282
7683,1180,403
7684,459,96
7685,916,525
7686,557,419
7687,1009,566
7688,775,1065
7689,566,759
7690,446,259
7691,725,569
7692,237,123
7693,456,1303
7694,1098,181
7695,418,1105
7696,353,1038
7697,698,3
7698,451,290
7699,522,875
7700,406,625
7701,387,1075
7702,843,1304
7703,401,586
7704,864,1182
7705,242,955
7706,338,471
7707,514,183
7708,1016,16
7709,262,206
7710,691,284
7711,722,28
7712,571,412
7713,217,1057
7714,686,672
7715,1031,1269
7716,630,342
7717,65,1176
7718,159,155
7719,285,1069
7720,800,402
7721,434,420
7722,381,700
7723,811,954
7724,526,491
7725,626,1182
7726,31,1135
7727,690,261
7728,787,1274
7729,479,207
7730,304,1128
7731,1172,1250
7732,725,626
7733,894,1089
7734,549,904
7735,962,981
7736,600,1172
7737,425,328
7738,659,158
7739,650,1016
7740,565,1307
7741,90,182
7742,1109,1192
7743,282,687
7744,155,134
7745,101,542
7746,871,206
7747,472,1173
7748,1227,308
7749,884,1034
7750,1276,888
7751,526,1278
7752,811,141
7753,546,357
7754,556,155
7755,1092,1302
7756,246,1229
7757,231,160
7758,1200,1104
7759,540,829
7760,1112,852
7761,540,271
7762,241,258
7763,1182,588
7764,841,280
7765,711,177
7766,825,995
7767,365,937
7768,618,430
7769,649,900
7770,1095,1029
7771,1035,344
7772,1114,684
7773,887,1133
7774,890,605
7775,857,1062
7776,524,799
7777,580,903
7778,353,478
7779,916,1293
7780,831,127
7781,688,1252
7782,1104,789
7783,10,299
7784,235,998
7785,771,737
7786,717,1056
7787,526,96
7788,241,461
7789,604,1254
7790,452,462
7791,186,1260
7792,421,120
7793,900,505
7794,971,511
7795,736,16
7796,978,881
7797,543,1078
7798,1180,1285
7799,432,205
7800,720,1170
7801,726,859
7802,523,702
7803,11,331
7804,1148,1038
7805,134,711
7806,708,1083
7807,795,191
7808,189,1002
7809,432,44
7810,600,337
7811,1001,834
7812,979,161
7813,1267,871
7814,174,1193
7815,832,1002
7816,902,811
7817,771,4
7818,1249,782
7819,100,635
7820,1056,145
7821,923,156
7822,185,1270
7823,808,502
7824,1019,29
7825,916,1265
7826,789,782
7827,1158,715
7828,36,696
7829,203,132
7830,348,625
7831,214,121
7832,541,265
7833,398,215
7834,1221,188
7835,688,805
7836,815,1207
7837,218,14
7838,1082,1022
7839,147,225
7840,876,379
7841,1058,561
7842,186,1087
7843,1298,176
7844,1293,863
7845,1318,52
7846,91,586
7847,1145,785
7848,1226,1174
7849,881,357
7850,1125,1239
7851,909,712
7852,749,87
7853,90,625
7854,130,1258
7855,710,721
7856,933,1073
7857,478,888
7858,325,354
7859,857,1214
7860,1145,12
7861,287,1316
7862,980,49
7863,482,1022
7864,1105,1145
7865,270,240
7866,1141,665
7867,1192,1011
7868,757,164
7869,1154,220
7870,651,323
7871,1063,305
7872,1313,327
7873,453,1202
7874,1257,756
7875,627,223
7876,1199,665
7877,1114,398
7878,64,1102
7879,460,186
7880,454,674
7881,83,645
7882,886,55
7883,920,1277
7884,54,530
7885,1000,1161
7886,569,750
7887,1211,969
7888,1002,320
7889,419,1124
7890,784,63
7891,137,601
7892,962,898
7893,422,772
7894,1192,942
7895,208,615
7896,736,710
7897,247,770
7898,174,844
7899,141,525
7900,841,1136
7901,1309,354
7902,1225,851
7903,54,598
7904,975,1199
7905,1112,882
7906,441,845
7907,144,1185
7908,21,491
7909,1038,42
7910,35,533
7911,923,323
7912,123,1194
7913,816,540
7914,490,1173
7915,591,878
7916,915,1136
7917,523,913
7918,657,38
7919,773,773
7920,207,1049
7921,700,300
7922,399,851
7923,1259,371
7924,489,289
7925,298,53
7926,810,23
7927,735,232
7928,523,128
7929,203,280
7930,545,553
7931,416,731
7932,37,1004
7933,1034,1013
7934,584,1240
7935,789,1162
7936,447,42
7937,9,762
7938,510,34
7939,184,258
7940,506,609
7941,352,987
7942,633,1086
7943,945,607
7944,830,363
7945,957,197
7946,791,779
7947,645,899
7948,751,147
7949,500,744
7950,175,975
7951,1070,1294
7952,171,367
7953,905,439
7954,998,1208
7955,29,1157
7956,433,188
7957,1120,990
7958,486,40
7959,395,640
7960,504,110
7961,672,41
7962,653,666
7963,617,870
7964,812,776
7965,338,1058
7966,650,378
7967,1179,869
7968,1208,320
7969,153,1139
7970,706,502
7971,1046,427
7972,1160,648
7973,128,54
7974,329,25
7975,707,1093
7976,858,458
7977,134,467
7978,214,1041
7979,272,412
7980,763,257
7981,208,118
7982,1081,242
7983,524,922
7984,289,1269
7985,576,358
7986,1298,406
7987,1050,903
7988,454,436
7989,224,1082
7990,1221,204
7991,673,588
7992,563,718
7993,202,1291
7994,1200,931
7995,549,683
7996,1097,828
7997,892,1062
7998,342,290
7999,919,685
8000,409,952
8001,270,281
8002,744,196
8003,238,317
8004,688,1014
8005,201,79
8006,756,1143
8007,531,204
8008,896,789
8009,1289,313
8010,242,261
8011,710,1128
8012,51,39
8013,691,982
8014,1306,1041
8015,312,224
8016,499,345
8017,924,771
8018,190,56
8019,780,27
8020,507,1310
8021,820,517
8022,1221,639
8023,590,1263
8024,947,284
8025,468,248
8026,389,383
8027,876,609
8028,603,395
8029,85,1141
8030,455,272
8031,818,677
8032,983,180
8033,917,286
8034,312,1248
8035,489,237
8036,930,339
8037,1315,357
8038,1081,196
8039,504,991
8040,1094,1054
8041,230,951
8042,454,777
8043,438,1176
8044,105,1046
8045,484,995
8046,34,1208
8047,759,1118
8048,892,114
8049,1103,1170
8050,1143,759
8051,491,1278
8052,1162,1106
8053,824,991
8054,341,542
8055,45,957
8056,425,367
8057,1157,802
8058,1102,480
8059,430,336
8060,526,642
8061,199,1239
8062,1209,411
8063,773,1028
8064,1129,1209
8065,708,470
8066,252,62
8067,336,307
8068,1027,40
8069,1193,747
8070,443,1059
8071,560,1243
8072,651,1089
8073,1244,952
8074,291,146
8075,811,1014
8076,1249,1139
8077,1246,494
8078,304,134
8079,1153,1086
8080,369,635
8081,637,331
8082,26,1058
8083,894,675
8084,546,998
8085,1156,393
8086,798,502
8087,1074,1000
8088,410,568
8089,600,850
8090,192,1245
8091,1140,360
8092,575,196
8093,972,477
8094,783,19
8095,458,1126
8096,417,197
8097,924,682
8098,862,1052
8099,653,1010
8100,548,1074
8101,1136,788
8102,504,383
8103,1104,245
8104,313,256
8105,795,1074
8106,725,1309
8107,805,937
8108,791,643
8109,185,401
8110,1249,733
8111,557,1314
8112,427,1183
8113,362,63
8114,723,1218
8115,248,943
8116,375,463
8117,370,1210
8118,538,1038
8119,589,1314
8120,324,1260
8121,200,308
8122,221,1186
8123,1124,1279
8124,368,888
8125,553,1160
8126,383,22
8127,947,612
8128,567,496
8129,1274,10
8130,947,1085
8131,759,60
8132,1157,361
8133,1029,469
8134,501,178
8135,112,566
8136,262,449
8137,705,1014
8138,721,1216
8139,356,849
8140,1166,200
8141,280,1149
8142,807,792
8143,735,959
8144,1256,1101
8145,529,755
8146,1016,922
8147,457,1039
8148,822,890
8149,519,978
8150,894,794
8151,774,1215
8152,624,640
8153,421,1269
8154,779,581
8155,821,163
8156,858,593
8157,424,280
8158,853,530
8159,510,918
8160,805,731
8161,508,425
8162,456,1060
8163,395,525
8164,1194,149
8165,744,1005
8166,916,117
8167,356,320
8168,356,93
8169,35,1246
8170,509,237
8171,603,176
8172,719,751
8173,784,911
8174,966,330
8175,1114,44
8176,872,1207
8177,909,902
8178,1043,937
8179,59,208
8180,1254,544
8181,798,1021
8182,1013,1247
8183,714,217
8184,175,403
8185,804,287
8186,163,1269
8187,1150,534
8188,1021,976
8189,653,1169
8190,516,1052
8191,720,1114
8192,1068,1237
8193,876,754
8194,781,305
8195,971,323
8196,1072,228
8197,990,103
8198,413,844
8199,646,438
8200,765,1044
8201,676,217
8202,789,135
8203,743,1050
8204,1219,186
8205,746,482
8206,55,376
8207,1293,275
8208,518,104
8209,623,839
8210,1156,1203
8211,1318,1085
8212,1219,491
8213,426,171
8214,916,1176
8215,575,123
8216,1312,652
8217,897,915
8218,761,496
8219,1058,193
8220,885,288
8221,585,776
8222,594,740
8223,682,489
8224,533,206
8225,948,1181
8226,623,321
8227,513,959
8228,1025,481
8229,789,1022
8230,845,1111
8231,594,527
8232,528,20
8233,709,113
8234,624,1001
8235,1019,1030
8236,399,861
8237,173,359
8238,1222,1195
8239,727,880
8240,651,94
8241,668,251
8242,1266,1009
8243,61,428
8244,448,88
8245,1076,582
8246,870,243
8247,553,62
8248,1004,193
8249,1312,574
8250,259,171
8251,962,242
8252,140,1261
8253,1045,752
8254,230,287
8255,1078,195
8256,337,621
8257,1008,374
8258,133,834
8259,740,625
8260,1075,1231
8261,449,938
8262,466,485
8263,467,83
8264,641,1043
8265,989,1071
8266,1294,116
8267,179,665
8268,1113,534
8269,395,1299
8270,1015,1307
8271,1072,940
8272,1217,120
8273,846,1175
8274,1141,1268
8275,124,657
8276,5,1171
8277,1207,70
8278,482,512
8279,947,715
8280,428,1087
8281,422,643
8282,477,248
8283,652,901
8284,82,782
8285,243,1166
8286,666,268
8287,201,928
8288,1257,855
8289,452,606
8290,30,657
8291,1098,519
8292,861,1167
8293,450,62
8294,61,1308
8295,1148,979
8296,157,1198
8297,1011,1166
8298,984,840
8299,948,1057
8300,392,494
8301,1021,173
8302,313,1152
8303,915,417
8304,711,68
8305,1129,481
8306,575,820
8307,882,1179
8308,87,239
8309,440,1104
8310,977,740
8311,824,1180
8312,660,1141
8313,284,814
8314,285,925
8315,656,1118
8316,1232,665
8317,587,468
8318,1216,1278
8319,1238,703
8320,618,369
8321,1274,633
8322,886,192
8323,462,498
8324,1258,1234
8325,1314,1143
8326,649,834
8327,528,466
8328,655,756
8329,536,1223
8330,1215,123
8331,1265,657
8332,915,257
8333,172,1068
8334,331,364
8335,1191,997
8336,564,179
8337,162,148
8338,692,1176
8339,1001,42
8340,1314,845
8341,409,1304
8342,404,612
8343,793,611
8344,571,110
8345,682,1071
8346,744,516
8347,585,868
8348,742,120
8349,228,164
8350,950,952
8351,728,94
8352,285,1293
8353,1097,1140
8354,459,424
8355,176,361
8356,212,77
8357,1112,56
8358,96,418
8359,1038,348
8360,141,510
8361,672,935
8362,646,1127
8363,926,986
8364,192,1215
8365,338,205
8366,249,1188
8367,1184,1292
8368,744,85
8369,924,1223
8370,634,799
8371,1258,269
8372,1009,169
8373,1122,666
8374,636,1179
8375,1230,274
8376,89,639
8377,136,612
8378,833,1137
8379,1165,157
8380,479,237
8381,1067,786
8382,658,1172
8383,522,448
8384,1243,785
8385,1065,667
8386,1076,346
8387,80,1012
8388,916,12
8389,1157,548
8390,386,254
8391,1252,1072
8392,1311,1049
8393,424,696
8394,474,684
8395,526,1302
8396,235,208
8397,1252,357
8398,64,195
8399,520,79
8400,721,353
8401,425,843
8402,593,168
8403,519,251
8404,959,28
8405,831,240
8406,668,470
8407,801,911
8408,254,396
8409,36,1269
8410,1150,143
8411,358,1205
8412,39,1291
8413,716,1154
8414,25,1166
8415,781,1169
8416,395,691
8417,415,1044
8418,881,647
8419,324,899
8420,812,641
8421,402,689
8422,206,482
8423,848,463
8424,394,634
8425,494,913
8426,913,898
8427,693,148
8428,1238,171
8429,591,1134
8430,415,884
8431,414,261
8432,42,140
8433,938,154
8434,733,944
8435,629,737
8436,55,968
8437,780,1297
8438,842,137
8439,278,533
8440,688,756
8441,637,586
8442,214,167
8443,1209,1307
8444,969,694
8445,1098,1116
8446,599,698
8447,1286,253
8448,495,842
8449,774,1047
8450,1073,1298
8451,666,509
8452,552,967
8453,350,1228
8454,89,1163
8455,1200,175
8456,617,1026
8457,681,56
8458,640,1134
8459,1123,1128
8460,816,1238
8461,1213,112
8462,1218,252
8463,902,758
8464,94,403
8465,688,769
8466,572,276
8467,1103,591
8468,112,616
8469,680,343
8470,736,614
8471,519,1286
8472,702,1084
8473,1085,606
8474,302,1238
8475,1154,1199
8476,577,108
8477,250,1084
8478,1166,558
8479,980,616
8480,657,802
8481,826,644
8482,784,1105
8483,184,5
8484,1095,451
8485,357,23
8486,1055,1001
8487,484,918
8488,946,167
8489,962,808
8490,460,159
8491,90,986
8492,1114,482
8493,80,207
8494,1234,880
8495,749,474
8496,950,258
8497,932,281
8498,908,525
8499,1258,1183
8500,337,310
8501,179,355
8502,902,591
8503,243,91
8504,197,959
8505,93,507
8506,971,1145
8507,1035,242
8508,416,252
8509,667,901
8510,913,1091
8511,536,66
8512,666,1029
8513,1072,1024
8514,541,563
8515,1129,223
8516,1225,385
8517,1041,69
8518,546,613
8519,319,149
8520,279,1103
8521,714,81
8522,585,767
8523,1154,201
8524,1031,301
8525,838,196
8526,947,268
8527,790,976
8528,688,721
8529,824,1217
8530,707,774
8531,128,139
8532,1135,342
8533,780,1240
8534,1313,875
8535,746,455
8536,1297,1273
8537,96,487
8538,376,1022
8539,650,1015
8540,1197,158
8541,746,499
8542,575,1100
8543,673,906
8544,1063,630
8545,674,751
8546,1255,324
8547,1038,1053
8548,29,832
8549,198,1086
8550,96,337
8551,726,352
8552,727,777
8553,282,840
8554,727,82
8555,798,587
8556,75,333
8557,460,488
8558,395,500
8559,849,540
8560,1194,150
8561,605,203
8562,595,647
8563,643,305
8564,758,1074
8565,1049,785
8566,824,584
8567,1129,1213
8568,677,20
8569,10,349
8570,251,211
8571,499,928
8572,254,268
8573,450,184
8574,721,445
8575,674,670
8576,552,13
8577,1035,740
8578,537,197
8579,1185,512
8580,553,42
8581,1098,1217
8582,1207,925
8583,1156,1025
8584,507,928
8585,108,542
8586,86,591
8587,1168,498
8588,1178,906
8589,1084,360
8590,1268,671
8591,753,1146
8592,720,1248
8593,235,494
8594,375,618
8595,397,516
8596,260,353
8597,554,1022
8598,1107,1141
8599,1255,180
8600,144,215
8601,954,82
8602,499,849
8603,545,375
8604,145,186
8605,443,153
8606,420,1137
8607,938,62
8608,900,208
8609,651,639
8610,1038,1086
8611,761,250
8612,602,97
8613,709,920
8614,698,1058
8615,538,561
8616,871,1181
8617,517,16
8618,603,1049
8619,890,678
8620,684,704
8621,840,1195
8622,243,1218
8623,605,1060
8624,1205,783
8625,594,594
8626,430,1185
8627,1162,335
8628,1019,1194
8629,757,415
8630,888,333
8631,1025,234
8632,783,1247
8633,840,1196
8634,323,1236
8635,911,1275
8636,868,889
8637,919,764
8638,730,1074
8639,553,168
8640,980,858
8641,62,173
8642,439,447
8643,1275,5
8644,490,729
8645,542,1315
8646,710,1048
8647,886,1230
8648,318,403
8649,837,489
8650,485,705
8651,1067,751
8652,820,1125
8653,878,632
8654,216,373
8655,1305,948
8656,357,1143
8657,1175,676
8658,777,691
8659,813,1077
8660,1071,1282
8661,1031,563
8662,323,1040
8663,960,722
8664,107,1008
8665,908,137
8666,1068,288
8667,379,589
8668,1275,278
8669,89,278
8670,888,171
8671,1235,748
8672,721,342
8673,682,473
8674,1169,758
8675,790,882
8676,1220,298
8677,748,1235
8678,807,350
8679,117,1048
8680,206,934
8681,209,678
8682,775,1023
8683,216,36
8684,605,616
8685,824,1129
8686,539,328
8687,1094,1000
8688,1094,583
8689,1114,471
8690,257,1143
8691,405,975
8692,382,219
8693,1037,1046
8694,79,38
8695,603,490
8696,1107,368
8697,238,488
8698,382,860
8699,721,630
8700,474,1103
8701,1004,423
8702,728,328
8703,381,1206
8704,574,293
8705,919,966
8706,580,169
8707,1185,1224
8708,1089,124
8709,47,442
8710,479,617
8711,485,1224
8712,304,199
8713,839,118
8714,1311,1033
8715,434,683
8716,1023,403
8717,664,1052
8718,932,296
8719,661,55
8720,1254,307
8721,294,314
8722,493,553
8723,914,810
8724,1071,517
8725,656,138
8726,684,640
8727,946,1300
8728,884,1248
8729,799,364
8730,617,434
8731,472,303
8732,1095,498
8733,476,1113
8734,528,1296
8735,937,1251
8736,568,750
8737,1155,498
8738,656,124
8739,1141,805
8740,489,842
8741,233,1241
8742,29,642
8743,653,120
8744,897,81
8745,672,142
8746,408,411
8747,1252,69
8748,1076,759
8749,523,722
8750,437,1291
8751,691,883
8752,693,865
8753,1214,825
8754,386,390
8755,858,70
8756,1259,1021
8757,544,960
8758,816,109
8759,403,930
8760,393,948
8761,666,1215
8762,74,164
8763,363,988
8764,890,901
8765,722,163
8766,456,54
8767,1086,1178
8768,1266,612
8769,38,993
8770,1244,187
8771,1303,621
8772,1183,606
8773,845,981
8774,631,900
8775,1148,163
8776,907,993
8777,380,44
8778,230,253
8779,838,123
8780,438,262
8781,644,1193
8782,1226,1306
8783,986,621
8784,774,502
8785,34,1315
8786,610,439
8787,1133,550
8788,425,251
8789,627,147
8790,543,774
8791,4,151
8792,963,429
8793,893,751
8794,749,402
8795,881,197
8796,657,785
8797,742,715
8798,769,1263
8799,405,726
8800,1225,918
8801,244,290
8802,1053,692
8803,124,1096
8804,672,875
8805,36,317
8806,309,1271
8807,353,81
8808,523,801
8809,1188,534
8810,463,594
8811,506,1018
8812,425,925
8813,624,837
8814,431,421
8815,473,720
8816,817,354
8817,69,1211
8818,1085,632
8819,513,669
8820,1166,1020
8821,684,847
8822,631,842
8823,703,930
8824,726,675
8825,852,115
8826,600,424
8827,55,284
8828,776,144
8829,379,196
8830,1246,1269
8831,80,511
8832,885,313
8833,923,635
8834,1129,580
8835,455,1119
8836,1293,796
8837,1277,1236
8838,629,1241
8839,263,644
8840,341,61
8841,1086,512
8842,460,1152
8843,1055,239
8844,1031,901
8845,1014,1133
8846,623,819
8847,1060,290
8848,1158,718
8849,165,1268
8850,522,1131
8851,307,1264
8852,635,589
8853,196,138
8854,495,11
8855,793,894
8856,84,980
8857,497,1195
8858,998,398
8859,1288,1172
8860,983,95
8861,923,1265
8862,855,296
8863,279,1141
8864,430,51
8865,812,323
8866,697,521
8867,44,1292
8868,104,1027
8869,894,150
8870,1040,583
8871,441,1274
8872,640,1254
8873,284,1200
8874,608,1256
8875,408,491
8876,653,655
8877,411,869
8878,64,1224
8879,813,769
8880,799,93
8881,747,960
8882,604,1101
8883,898,996
8884,35,1119
8885,125,1081
8886,1159,805
8887,500,1254
8888,500,1120
8889,884,713
8890,958,1219
8891,33,1216
8892,295,272
8893,436,852
8894,999,120
8895,569,181
8896,387,13
8897,1314,1174
8898,873,477
8899,1179,1264
8900,204,1260
8901,799,820
8902,157,234
8903,1087,361
8904,1019,1282
8905,1197,699
8906,262,175
8907,938,652
8908,710,1224
8909,1172,948
8910,666,53
8911,1160,475
8912,261,61
8913,443,317
8914,679,746
8915,1275,554
8916,524,38
8917,604,977
8918,80,9
8919,565,715
8920,707,938
8921,991,889
8922,118,257
8923,791,327
8924,764,758
8925,1133,988
8926,118,250
8927,473,72
8928,639,1095
8929,1318,762
8930,245,1022
8931,1311,434
8932,594,1071
8933,120,99
8934,750,602
8935,61,718
8936,293,1005
8937,992,1043
8938,1274,41
8939,230,643
8940,64,178
8941,422,943
8942,681,1041
8943,896,7
8944,439,317
8945,520,344
8946,44,904
8947,1226,873
8948,1073,548
8949,677,1142
8950,277,223
8951,765,1044
8952,407,745
8953,94,99
8954,912,1287
8955,609,662
8956,1186,598
8957,551,101
8958,255,1253
8959,1006,1206
8960,243,88
8961,1116,1105
8962,268,906
8963,1318,797
8964,571,945
8965,794,860
8966,1132,576
8967,719,54
8968,142,910
8969,727,731
8970,1206,198
8971,301,1237
8972,730,911
8973,263,361
8974,1207,984
8975,968,298
8976,546,67
8977,913,1006
8978,1178,198
8979,1116,637
8980,609,920
8981,661,1150
8982,497,1086
8983,679,465
8984,925,1153
8985,581,1140
8986,825,355
8987,1156,298
8988,649,504
8989,773,779
8990,645,1010
8991,985,47
8992,777,988
8993,1223,325
8994,885,858
8995,162,235
8996,969,223
8997,188,1208
8998,1200,412
8999,228,138
9000,1271,1104
9001,398,687
9002,687,278
9003,471,364
9004,1101,1158
9005,1221,973
9006,504,495
9007,649,1097
9008,916,1
9009,190,830
9010,626,1121
9011,981,1245
9012,1063,586
9013,521,753
9014,203,1001
9015,541,370
9016,242,69
9017,431,433
9018,57,172
9019,424,1056
9020,714,62
9021,1095,1171
9022,1233,1266
9023,896,964
9024,372,191
9025,1141,1263
9026,462,405
9027,961,1107
9028,41,1298
9029,87,766
9030,655,98
9031,1244,1024
9032,551,483
9033,122,476
9034,246,914
9035,1270,1178
9036,654,1296
9037,594,1259
9038,856,470
9039,1302,578
9040,456,275
9041,798,414
9042,978,756
9043,205,328
9044,402,966
9045,491,41
9046,571,640
9047,1117,60
9048,65,1215
9049,219,667
9050,1047,347
9051,603,380
9052,613,1200
9053,321,733
9054,450,516
9055,445,511
9056,20,975
9057,490,319
9058,524,827
9059,1172,49
9060,929,383
9061,496,145
9062,392,282
9063,866,17
9064,144,112
9065,461,940
9066,503,412
9067,665,12
9068,1089,1253
9069,226,1072
9070,521,250
9071,953,514
9072,35,563
9073,541,1261
9074,368,580
9075,1204,373
9076,302,91
9077,1275,1161
9078,1157,191
9079,1003,206
9080,498,534
9081,733,694
9082,1285,985
9083,1156,821
9084,1313,62
9085,242,300
9086,1219,1231
9087,777,598
9088,479,378
9089,780,1050
9090,869,1132
9091,900,978
9092,1259,1010
9093,1007,1002
9094,321,172
9095,466,1203
9096,135,467
9097,925,563
9098,1154,1078
9099,375,1205
9100,419,808
9101,459,882
9102,948,1260
9103,934,32
9104,521,856
9105,286,427
9106,486,633
9107,959,995
9108,870,244
9109,416,1036
9110,474,55
9111,401,264
9112,276,420
9113,609,859
9114,371,1131
9115,83,1087
9116,575,1117
9117,277,223
9118,935,438
9119,677,593
9120,57,64
9121,162,1230
9122,307,751
9123,738,208
9124,795,1151
9125,1122,326
9126,713,76
9127,808,448
9128,1152,376
9129,16,19
9130,413,290
9131,1258,721
9132,658,18
9133,253,570
9134,430,1039
9135,340,927
9136,690,1070
9137,58,1218
9138,610,1038
9139,1104,724
9140,1155,76
9141,471,284
9142,776,1014
9143,209,540
9144,548,1126
9145,119,349
9146,813,1269
9147,1076,588
9148,756,392
9149,663,163
9150,672,673
9151,213,1239
9152,647,357
9153,108,192
9154,1177,903
9155,704,81
9156,602,736
9157,660,1214
9158,671,662
9159,547,1289
9160,146,49
9161,873,276
9162,522,462
9163,70,934
9164,838,973
9165,246,828
9166,587,227
9167,1146,953
9168,391,293
9169,579,1002
9170,1065,685
9171,1258,899
9172,87,186
9173,1127,563
9174,1027,1235
9175,668,419
9176,503,1152
9177,757,1145
9178,920,801
9179,861,244
9180,894,1184
9181,659,560
9182,963,180
9183,616,483
9184,1012,1123
9185,780,978
9186,998,318
9187,876,128
9188,1317,198
9189,1185,338
9190,682,971
9191,489,311
9192,938,280
9193,94,1176
9194,900,820
9195,468,864
9196,903,1139
9197,1177,5
9198,65,1037
9199,1016,403
9200,847,1261
9201,629,656
9202,816,7
9203,1210,701
9204,599,389
9205,97,588
9206,1246,689
9207,1169,306
9208,933,111
9209,1257,536
9210,915,902
9211,682,1164
9212,1164,808
9213,513,117
9214,357,1004
9215,680,1023
9216,905,623
9217,1108,79
9218,220,355
9219,498,509
9220,80,276
9221,677,1075
9222,924,618
9223,430,1288
9224,334,435
9225,84,1100
9226,932,875
9227,1188,366
9228,952,1041
9229,967,112
9230,1219,1012
9231,733,281
9232,251,1001
9233,64,959
9234,884,996
9235,265,922
9236,838,1285
9237,1067,1242
9238,567,904
9239,814,612
9240,861,243
9241,134,970
9242,636,877
9243,944,435
9244,581,712
9245,961,635
9246,1297,1286
9247,293,583
9248,723,946
9249,1024,662
9250,1214,852
9251,1241,371
9252,113,287
9253,859,1033
9254,835,318
9255,348,240
9256,130,64
9257,776,92
9258,78,315
9259,36,1262
9260,454,654
9261,541,1006
9262,1232,565
9263,958,1282
9264,46,1008
9265,1181,734
9266,656,312
9267,569,982
9268,1059,1194
9269,1096,1087
9270,1091,1018
9271,246,792
9272,545,1297
9273,450,1042
9274,1069,270
9275,443,1291
9276,363,1092
9277,1311,827
9278,321,1196
9279,603,990
9280,567,1183
9281,650,1079
9282,856,1317
9283,1113,1261
9284,330,941
9285,1279,428
9286,843,904
9287,1110,621
9288,1121,1130
9289,668,20
9290,1104,987
9291,915,521
9292,623,708
9293,569,981
9294,1187,640
9295,724,318
9296,278,595
9297,922,94
9298,587,509
9299,254,1271
9300,96,434
9301,757,759
9302,674,562
9303,919,868
9304,257,282
9305,106,79
9306,897,897
9307,139,1132
9308,873,847
9309,627,294
9310,387,1314
9311,962,1147
9312,375,1145
9313,462,1159
9314,1207,1159
9315,246,1155
9316,666,327
9317,1120,746
9318,447,89
9319,1217,1166
9320,1093,1016
9321,298,1199
9322,1019,1312
9323,343,1196
9324,1097,517
9325,739,1143
9326,1190,625
9327,59,926
9328,640,237
9329,368,711
9330,633,1177
9331,1217,1240
9332,1097,225
9333,508,758
9334,80,119
9335,1040,899
9336,533,296
9337,20,315
9338,819,1288
9339,535,397
9340,872,827
9341,780,34
9342,961,458
9343,1225,1253
9344,484,416
9345,905,886
9346,1058,606
9347,628,594
9348,383,1110
9349,941,228
9350,455,1018
9351,362,449
9352,725,1179
9353,437,292
9354,137,465
9355,798,587
9356,507,664
9357,1157,406
9358,474,1263
9359,287,712
9360,1180,801
9361,812,405
9362,1140,275
9363,679,1271
9364,1278,102
9365,551,1290
9366,931,444
9367,382,1014
9368,556,577
9369,886,702
9370,523,636
9371,1116,1175
9372,245,1230
9373,739,1204
9374,692,81
9375,744,1243
9376,1116,1225
9377,520,1209
9378,120,1174
9379,374,1081
9380,485,785
9381,705,1265
9382,668,124
9383,736,124
9384,1030,1132
9385,1098,134
9386,707,25
9387,436,58
9388,135,939
9389,314,38
9390,513,497
9391,264,152
9392,2,544
9393,1119,461
9394,117,529
9395,868,1002
9396,52,633
9397,416,1240
9398,93,203
9399,590,683
9400,594,739
9401,673,214
9402,567,943
9403,821,242
9404,499,1153
9405,868,676
9406,787,1141
9407,267,131
9408,859,1280
9409,741,765
9410,214,907
9411,488,598
9412,348,132
9413,1189,1182
9414,457,739
9415,960,899
9416,917,5
9417,872,674
9418,666,237
9419,318,1174
9420,101,131
9421,1050,881
9422,28,360
9423,35,1285
9424,415,724
9425,1162,372
9426,1027,482
9427,542,644
9428,886,332
9429,764,1138
9430,602,367
9431,1062,1013
9432,1229,21
9433,860,1077
9434,1129,430
9435,894,341
9436,466,1224
9437,291,759
9438,235,736
9439,377,309
9440,1275,243
9441,1167,341
9442,331,296
9443,30,175
9444,1123,928
9445,896,113
9446,807,412
9447,455,1052
9448,256,606
9449,908,812
9450,1162,1191
9451,820,158
9452,445,165
9453,88,563
9454,605,1226
9455,822,454
9456,915,1313
9457,167,483
9458,938,234
9459,1214,1251
9460,1042,935
9461,958,616
9462,813,906
9463,710,184
9464,319,1206
9465,519,393
9466,527,123
9467,656,243
9468,1212,550
9469,39,712
9470,284,1122
9471,54,348
9472,400,213
9473,309,277
9474,645,1181
9475,824,796
9476,603,1095
9477,192,1255
9478,822,695
9479,945,166
9480,250,337
9481,494,1079
9482,142,1309
9483,301,1044
9484,829,1317
9485,285,202
9486,388,176
9487,1264,939
9488,16,42
9489,896,324
